speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,kW,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
62.6443561226869,87.4910839766847,1081,-1.18745925745159,0.460483368560232,1,4,2915.25115021481,16.0420211791328,4.89737859489903,51.5214233346441,70.3844581074373,0,74.9912179561104,0,-255,1,66.3520600783177,1,1.2,123.855664411522,-0.648928804225792,-0.0395580956608508,-47.7876375648427,80.4291034474723,0,2994.52142333464,
62.6679910537307,87.5054507936768,1081.25,-1.18835545349506,0.456973776926944,1,4,2916.35103796489,15.9825865040454,4.88107499050192,51.5603074441043,70.4375784755524,0,74.8792726878703,0,-255,1,66.3520600783177,1,1.2,123.799492078668,-0.650902434327946,-0.014385793395198,-48.0356259212994,80.4607541987399,0,2994.5603074441,
62.6914370693454,87.519812192293,1081.5,-1.18924482020688,0.453492190365518,1,4,2917.44213424585,15.9236268939002,4.86488817414562,51.5988952428619,70.4902940476255,0,74.7673894428298,0,-255,1,66.3520600783177,1,1.2,123.743319745814,-0.76045225619907,-0.798810117755105,-48.2835831284334,80.4926480605974,0,2994.59889524286,
62.7146958168232,87.5341682198794,1081.75,-1.19012741206629,0.450038365375069,1,4,2918.52451571696,15.8651382062573,4.84881733283279,51.6371890946592,70.5426080528131,0,74.6555711854785,0,-255,1,66.3520600783177,1,1.2,123.687147412966,-0.470862126742081,2.11240938757233,-48.5315089479161,80.5247850023894,0,2994.63718909466,
62.7377689268569,87.5485189233035,1082,-1.19100328307906,0.446612060898609,1,4,2919.59825826503,15.8071163404195,4.83286165869973,51.6751913426965,70.5945236922083,0,74.5438208728394,0,-255,1,66.3520600783177,1,1.2,123.602888913687,-0.483142076339566,-0.0896090788532797,-48.7794031414489,80.5571649932269,0,2994.6751913427,
62.760658013744,87.5628643489601,1082.25,0,0.4432130382931,1,4,2920.66343701384,15.7495572369188,4.81702034899683,51.7129043098381,70.646044139123,0,100,0,0,1,0,1.2,1,123.602888913687,-0.161047358779855,2.35124985174035,-49.0272494592396,80.589909500516,0,2994.71290430984,
62.38927218323,87.5774170649543,1082.5,0,-10.4055851656798,1,4,2903.38042803121,16.6768481186475,5.07045037247898,51.102693503207,69.8124228185888,0,0,100,0,1,0,1.2,1,123.602888913687,-0.0536824529266184,0.772586138138079,-49.2750957770303,80.6226540078051,0,2994.10269350321,
61.8441258908186,87.5921002831909,1082.75,0,-10.3985173637099,1,4,2878.01120956762,17.7761809187365,5.35746769296448,50.2135427926151,68.5977360554851,0,0,100,0,1,0,1.2,1,123.602888913687,-0.0178941509755395,0.25523983612284,-49.522942094821,80.6553985150941,0,2993.21354279262,
61.2944645715804,87.6069174970639,1083,0,-10.3914538065491,1,4,2852.43187740879,19.0361090304859,5.68619936915135,49.3249284745008,67.3837820689901,0,0,100,0,1,0,1.2,1,123.602888913687,-0.00596471699184649,0.0843105469218796,-49.7707884126116,80.6881430223832,0,2992.3249284745,
60.7401639549706,87.6218723597844,1083.25,0,-10.3843944716703,1,4,2826.63664843443,20.2344739416711,5.98949934093413,48.436847843966,66.1705571638879,0,0,100,0,1,0,1.2,1,123.602888913687,-0.00198823899728216,0.0278448428187814,-50.0186347304023,80.7208875296723,0,2991.43684784397,
60.181094057436,87.6369686948304,1083.5,0,-10.3773393354571,1,4,2800.61947366059,21.4119171940532,6.27969104583502,47.5492980687491,64.9580574709687,0,0,100,0,1,0,1.2,1,123.602888913687,-0.000662746332427388,0.00919463345600822,-50.266481048193,80.7536320369614,0,2990.54929806875,
59.6171188080595,87.6522105072921,1083.75,0,-10.3702883731198,1,4,2774.37402081856,22.6335889937696,6.57577662814011,46.6622761796196,63.7462789339065,0,0,100,0,1,0,1.2,1,123.602888913687,-0.149161137410732,-1.0202667949368,-50.5143273659837,80.7863765442505,0,2989.66227617962,
59.0480956420528,87.6676019962108,1084,0,-10.3632415586038,1,4,2747.89365543734,23.8817622130715,6.87218605876319,45.7757790598516,62.5352172948792,0,0,100,0,1,0,1.2,1,123.602888913687,0.227761972531905,2.56448846375871,-50.7621736837743,80.8191210515395,0,2988.77577905985,
58.4738750586521,87.6831475680172,1084.25,0,-10.3561988644883,1,4,2721.1714202697,25.0724766086372,7.14466308296506,44.8898034336695,61.3248680787835,0,0,100,0,1,0,1.2,1,123.561212417209,0.231494623501883,0.0251442854847266,-51.010020001565,80.8518655588286,0,2987.88980343367,
57.894300139531,87.6988503603315,1084.5,1.50496074752111,-10.2538917609496,1,4,2694.20001288075,26.4174476895658,7.45331211237857,44.0043458535415,60.1152265758764,0,0,99.0422348933561,171.846797157403,1,66.3520600783177,1.2,1,123.639642876513,0.692575473894661,3.07488456685524,-51.257842413841,80.8847903359856,0,2987.00434585354,
57.3146471016866,87.7147147838092,1084.75,1.64918917938315,-10.2244424044552,1,4,2667.22497011725,27.6512426616178,7.72330026839048,43.1275908012345,58.9174737721782,0,0,98.8158902844475,153.693594314805,1,66.3520600783177,1.2,1,123.726599833102,0.91553655124363,1.47174774134985,-51.5057096581806,80.9173758450791,0,2986.12759080123,
56.7307095188252,87.7307452854453,1085,1.83215702980124,-10.1843662541098,1,4,2640.05053948288,29.0973105775179,8.04440094616086,42.2532756827325,57.7230542113832,0,0,98.4823226601822,135.540391472208,1,66.3520600783177,1.2,1,123.824108701007,1.12580696846451,1.37359810067897,-51.7536260637701,80.9495851313256,0,2985.25327568273,
56.1429717191882,87.7469461973411,1085.25,2.07188234746245,-10.1253422931971,1,4,2612.69925993488,30.1616954469769,8.25227687369586,41.3823115617584,56.5332125160634,0,0,97.9576402880279,117.387188629611,1,66.3520600783177,1.2,1,123.934970726136,1.22943731433579,0.669847753781374,-52.0015969140007,80.9813724528988,0,2984.38231156176,
55.5524285169236,87.7633229220093,1085.5,2.39960999103192,-10.1157217725464,1,4,2585.21742667473,31.119824919734,8.42486281341474,40.5163254717511,55.3501714094961,0,0,97.9295036841285,99.2339857870136,1,66.3520600783177,1.2,1,124.077261497862,1.40380001762787,1.11494941513982,-52.2496287868121,81.0126799122832,0,2983.51632547175,
54.9560439118818,87.7798806270782,1085.75,2.41521022954503,-10.0773007821502,1,4,2557.46375478107,32.0910619340793,8.59453123210614,39.6510668158963,54.1681240654321,0,0,97.6113331867375,96.4874841866278,1,66.3520600783177,1.2,1,124.218533164634,1.49779909290276,0.594500270617896,-52.4977376411628,81.0433713024032,0,2982.6510668159,
54.3553588046133,87.7966245537345,1086,2.59131740999845,-10.0289453459249,1,4,2529.50995242333,33.2466358256292,8.8066901527699,38.7890092163201,52.9904497490711,0,0,97.1926779519469,87.9749683732555,1,66.3520600783177,1.2,1,124.372630514888,1.62061509916126,0.768115052350946,-52.7459214015706,81.0734508471254,0,2981.78900921632,
53.7508326734893,87.8135599121606,1086.25,2.80545577049771,-9.9657026511761,1,4,2501.37740213192,34.2016618749952,8.95890742981543,37.9310046507897,51.8183123644668,0,0,96.6234927204666,79.4624525598833,1,66.3520600783177,1.2,1,124.542077301455,1.82469515366661,1.26192861083118,-52.9941851445338,81.102862789884,0,2980.93100465079,
53.1432507865723,87.8306916841499,1086.5,3.07142008153005,-9.8789893886973,1,4,2473.10264756001,35.0143938378007,9.06812238236869,37.0783317926385,50.6534587331127,0,0,95.8170610328039,70.9499367465111,1,66.3520600783177,1.2,1,124.730202976498,1.92733673056453,0.627407416150494,-53.2425347586384,81.1315403858137,0,2980.07833179264,
52.5339702492838,87.8480268540791,1086.75,3.41059766558448,-9.87706852100767,1,4,2444.74884368891,35.7561880101111,9.15406684771429,36.2330088768739,49.4986460066583,0,0,95.8642445374087,62.4374209331388,1,66.3520600783177,1.2,1,124.957559255809,2.12620334518813,1.20133020154446,-53.4909771568121,81.1594023902151,0,2979.23300887687,
51.9175758689132,87.86557165501,1087,3.39075361168529,-9.8213350071752,1,4,2416.06398622399,36.038771577524,9.11815622611372,35.3877349046761,48.3439001430001,0,0,95.3689020782152,61.3377128280863,1,66.3520600783177,1.2,1,125.181479896668,2.22667905441106,0.599709948647655,-53.7395281523673,81.1862783290296,0,2978.38773490468,
51.2972477456377,87.8833323596356,1087.25,3.5825176353484,-9.75284348762236,1,4,2387.19606600229,36.04,9.00951661185567,34.5471385576487,47.1955444776622,0,0,94.7442488294376,56.6754256561725,1,66.3520600783177,1.2,1,125.422889096439,2.37475565869574,0.873081674771331,-53.9881822553009,81.2121826868177,0,2977.54713855765,
50.6736652048414,87.901315137843,1087.5,3.80931225602068,-9.66636385273893,1,4,2358.17669647201,36.04,8.89999461005109,33.7123159384713,46.0550764186767,0,0,93.9373337310363,52.0131384842588,1,66.3520600783177,1.2,1,125.684722144061,2.56526344683577,1.10939081227402,-54.2369432580506,81.237039138434,0,2976.71231593847,
50.0478841267936,87.9195261576814,1087.75,4.08167714874842,-9.56774403316999,1,4,2329.05501464024,36.04,8.79008647139202,32.8848144616883,44.9246099203392,0,0,93.0068987778069,47.350851312345,1,66.3520600783177,1.2,1,125.972332540145,2.75033869824796,1.06424764667395,-54.4858152036335,81.2607585295821,0,2975.88481446169,
49.4206259717638,87.937972523124,1088,4.37197704166208,-9.49489607479749,1,4,2299.86459476664,36.04,8.67991890849106,32.0656787089284,43.8055720067328,0,0,92.3354244349143,43.1055915781624,1,66.3520600783177,1.2,1,126.292672066136,2.9602442490808,1.19163083643099,-54.7348030188082,81.2832283472001,0,2975.06567870893,
48.7900992095571,87.9566613205047,1088.25,4.56784700318613,-9.40711217508921,1,4,2270.52206524707,36.04,8.56917726857913,31.2526864783774,42.6949268830293,0,0,91.512314406682,40.2111831563248,1,66.3520600783177,1.2,1,126.635075305848,3.16416860753413,1.14265826982612,-54.9839125179954,81.3043057307146,0,2974.25268647838,
48.157191801397,87.975599436726,1088.5,4.79527154594486,-9.29908455940353,1,4,2241.06874871837,36.04,8.45801750741886,30.4471229229532,41.5944302226136,0,0,90.4837510899576,37.3167747344872,1,66.3520600783177,1.2,1,127.002784727229,3.36817584866481,1.12807356783437,-55.2331434632882,81.3238940473498,0,2973.44712292295,
47.5232060825008,87.9947942979637,1088.75,5.06250820998218,-9.19888733553651,1,4,2211.56525134644,36.04,8.34666835873942,29.6507318181995,40.506464232513,0,0,89.5330297693435,34.4223663126496,1,66.3520600783177,1.2,1,127.403424861833,3.57635589596246,1.13574999599297,-55.4824949061588,81.3418824662452,0,2972.6507318182,
46.887549165092,88.0142540487918,1089,5.29470416589978,-9.11056630874341,1,4,2181.98398218967,36.04,8.23502569156878,28.8628370764552,39.4301052957038,0,0,88.7011508238709,32.0382188758104,1,66.3520600783177,1.2,1,127.835933124907,3.78812597267894,1.13960917441223,-55.7319659512122,81.3581268667315,0,2971.86283707646,
46.2493075041179,88.0339867442234,1089.25,5.4875573245963,-9.0054292859383,1,4,2152.28242802849,36.04,8.12292905676613,28.0824129650692,38.3639521380727,0,0,87.6983138705068,30.0764377516207,1,66.3520600783177,1.2,1,128.295568595775,4.00434400361447,1.1474509060623,-55.981552426056,81.3724876369818,0,2971.08241296507,
45.6095824881296,88.0540001134914,1089.5,5.70918883984879,-8.87799936354904,1,4,2122.51184366765,36.04,8.01057189508864,27.3109084362113,37.3099842024744,0,0,86.4689182829814,28.1146566274311,1,66.1286009481289,1.2,1,128.785943091142,4.22176335402492,1.13764458289616,-56.2312459691175,81.384845740759,0,2970.31090843621,
44.9699392414835,88.0743024971008,1089.75,5.96650698846491,-8.7588105933659,1,4,2092.74506456851,36.04,7.89822909484924,26.5502463065766,36.270828287673,0,0,85.3214064270126,26.1528755032415,1,63.7363634361458,1.2,1,129.314949006921,4.45378213859957,1.19675358180752,-56.4810360064418,81.3950663732485,0,2969.55024630658,
44.3297702040195,88.0949025509236,1090,6.1936392704238,-8.63757135104145,1,4,2062.95381698758,36.04,7.78579394811337,25.7997152570164,35.2455126461973,0,0,84.1518151399839,24.481614266817,1,61.6305803870393,1.2,1,129.880695093455,4.69253453365742,1.21369063205944,-56.7309096273565,81.402980313433,0,2968.79971525702,
43.6892062389915,88.1158083997741,1090.25,6.41372535974298,-8.49114897755188,1,4,2033.14419084701,36.04,7.67328943885602,25.0594919242809,34.2342785850832,0,0,82.726104383863,22.963228533634,1,59.6574412623356,1.2,1,130.48238953131,4.96787179703079,1.37919541091222,-56.9808490608762,81.4084266195804,0,2968.05949192428,
43.0501534014624,88.1370271454027,1090.5,6.66839839158791,-8.31062872801876,1,4,2003.40488734126,36.04,7.56105033425295,24.3317507755735,33.240096687942,0,0,80.9537349891949,21.444842800451,1,57.6211255435854,1.2,1,131.124884624747,5.2025147270433,1.15802086520661,-57.2308317251316,81.4112479203991,0,2967.33175077557,
42.4153253802846,88.1585693457745,1090.75,6.96643383297959,-8.2120900684983,1,4,1973.86219214135,36.04,7.44955324905193,23.619437938919,32.2669917198348,0,0,80.0091384599121,19.926457067268,1,55.5146673781823,1.2,1,131.824690155347,5.48133971947269,1.35540865949437,-57.4808300848491,81.4112658832634,0,2966.61943793892,
41.7784620172691,88.180444619665,1091,7.11675136747166,-8.07761322032685,1,4,1944.2247791887,36.04,7.33769868958273,22.915474239293,31.3052926766298,0,0,78.6996558368433,18.9242249434269,1,54.0818631890022,1.2,1,132.558790134932,5.72186337707944,1.1514177445801,-57.730809838604,81.4082304652469,0,2965.91547423929,
41.142342011595,88.2026618078854,1091.25,7.31766484326202,-7.9163616003376,1,4,1914.62195950956,36.04,7.22597468858618,22.2229635020301,30.3592397568717,0,0,77.1176083294146,17.8484498868538,1,52.5027248558672,1.2,1,133.335585118982,6.04156778552443,1.50691289243789,-57.9807299586178,81.4019925336182,0,2965.22296350203,
40.5091765470915,88.2252283392173,1091.5,7.54917514339076,-7.7192210835721,1,4,1885.1566339333,36.04,7.11476960407981,21.5442203865305,29.4319950635662,0,0,75.170354833684,16.7726748302808,1,50.8770441302007,1.2,1,134.16032563881,6.21226361648061,0.79211223713301,-58.2305422708201,81.3923669649551,0,2964.54422038653,
39.8820707871052,88.2481654404336,1091.75,7.81873534790731,-7.80311952158825,1,4,1855.97330599669,36.04,7.00462880685806,20.8823491473804,28.5277993816672,0,0,76.0680415222121,15.6968997737077,1,49.2002020206739,1.2,1,135.065271012499,6.47192318897073,1.18548052734453,-58.4801898254574,81.3791466272833,0,2963.88234914738,
39.2377393949351,88.2714908346343,1092,7.69400131889098,-7.77862862206343,1,4,1825.98835685834,36.04,6.89146261107925,20.2130527607192,27.6134600556273,0,0,75.8683965597853,15.4401209788043,1,48.7918109058063,1.2,1,135.975527539059,6.50237974703769,0.136735236932025,-58.7295973569147,81.3619851061009,0,2963.21305276072,
38.5845569107147,88.2952236061946,1092.25,7.71990649548393,-7.75195044448659,1,4,1795.5915085821,36.04,6.77674186677465,19.5456891467371,26.7017611294223,0,0,75.646354552661,14.8802419576086,1,47.8897949456584,1.2,1,136.91932505167,6.77249633323529,1.19187692379101,-58.978700572529,81.3408636041637,0,2962.54568914674,
37.9222459421489,88.3193611478347,1092.5,7.74870405965051,-7.31836186818642,1,4,1764.76985229227,36.04,6.66041785455675,18.880437506743,25.7929474135833,0,0,71.2991665959107,14.3203629364129,1,46.9711743967128,1.2,1,137.86520348405,6.99683651588025,0.973290873626722,-59.2274218544313,81.3156418555688,0,2961.88043750674,
37.2863157905588,88.3439003231094,1092.75,8.30539541856266,-6.90807625431681,1,4,1735.17586776399,36.04,6.54872719830283,18.252522802852,24.9351404410546,0,0,67.1838080547078,12.9161663984359,1,44.587359638636,1.2,1,138.923405482502,7.49386042298913,2.12102571738338,-59.4756921622719,81.2863177524228,0,2961.25252280285,
36.6760492121019,88.3688247711895,1093,8.77182009378829,-6.31825719870668,1,4,1706.77617695545,36.04,6.44154392594617,17.6599327889299,24.1255912417076,0,0,61.2438143246993,11.8323327968719,1,42.6597776982145,1.2,1,140.07294732127,8.27536067604086,3.28346348383191,-59.7233778277965,81.25241368117,0,2960.65993278893,
36.1091245474818,88.3940916032737,1093.25,9.36011293278644,-5.37930707972546,1,4,1680.3934685534,36.04,6.34197294683841,17.1181911369562,23.3855070176997,0,0,51.7574416781677,10.7484991953078,1,40.64394870248,1.2,1,141.330869276893,8.62277052232549,1.43985893869768,-59.9703324891679,81.2135475306898,0,2960.11819113696,
35.6198195721148,88.4197449401775,1093.5,10.1295837006083,-5.81107390350304,1,4,1657.62291138699,36.04,6.25603458761704,16.6574064664265,22.7560197628777,0,0,56.1667475264021,9.66466559374377,1,38.5260156437785,1.2,1,142.815486237419,9.23472134795238,2.49805087132801,-60.216373088008,81.1692695589506,0,2959.65740646643,
35.0831552002855,88.445802450468,1093.75,9.79319631504191,-5.8009352979397,1,4,1632.64841210104,36.04,6.16177833049849,16.1592515695544,22.0754802862765,99.9999963253756,0,56.0966903714333,9.69767950868994,1,38.5921972590262,1.2,1,144.268770962523,9.37120236556669,0.548489037660593,-60.4611839633561,81.1186318846662,0,2959.15925156955,
34.5389866478919,88.4722831307697,1094,9.79717355021191,-5.78980180679341,1,4,1607.32469426812,36.04,6.06620408767068,15.6618527242419,21.3959736669971,0,0,56.0164651446271,9.39535901737988,1,37.981954605604,1.2,1,145.768003446922,9.51523511681317,0.569587875684044,-60.7046313841576,81.0618017366608,0,2958.66185272424,
33.9870422415296,88.4992074372698,1094.25,9.80195512482345,-5.77748736528778,1,4,1581.63911514985,36.04,5.96926414417509,15.1652891548499,20.7176081350409,0,0,55.9241732793144,9.09303852606982,1,37.3620049172626,1.2,1,147.316181026282,9.66679053544283,0.589461657104703,-60.9465081057424,80.998621718482,0,2958.16528915485,
33.4270448152847,88.526597431004,1094.5,9.80768740947314,-5.76376081005388,1,4,1555.57877640552,36.04,5.87090982038432,14.6696556679224,20.0405132075443,0,0,55.817456172421,8.79071803475976,1,36.7318565361186,1.2,1,148.91660387368,9.82632742083519,0.609954997908719,-61.1865890370658,80.9289300107702,0,2957.66965566792,
32.8587150743834,88.5544769374152,1094.75,9.81455109984077,-5.74833219442134,1,4,1529.13068062465,36.04,5.77109206277182,14.1750665284999,19.3648449842895,0,0,55.6933556298557,8.4883975434497,1,36.0909750923092,1.2,1,150.572917162788,9.94909779715322,0.461144596835279,-61.4246293125647,80.852560451604,0,2957.1750665285,
32.2817766830178,88.5828717199206,1095,9.82277119505128,-5.73083400601412,1,4,1502.28196809677,36.04,5.66976233750468,13.6816605301737,18.6907930740078,0,0,55.5481223398079,8.18607705213964,1,35.4387781252787,1.2,1,152.289160821805,10.1821578076866,0.859523654623145,-61.660362098446,80.7693426881673,0,2956.68166053017,
31.6959638563874,88.6117709030407,1095.25,9.83263049612768,-5.31748086256745,1,4,1475.02027011874,36.04,5.56687396386062,13.1896077073412,18.0185897641273,0,0,51.3826653014496,7.88375656082959,1,34.7746288017744,1.2,1,154.043806209811,10.5758454065016,1.42657558070627,-61.8934960879609,80.6791024213846,0,2956.18960770734,
31.1427487849207,88.6411024545036,1095.5,10.1428235212688,-4.34748667510103,1,4,1449.27555865183,36.04,5.4697108489695,12.7332081282257,17.3950930713466,0,0,41.5601655631016,7.37819305095196,1,33.6353383169889,1.2,1,155.895860055459,11.4535294865993,3.13351518608152,-62.1237562795851,80.5817665868178,0,2955.73320812823,
30.6836820799991,88.6704596098587,1095.75,10.7521542749548,-0.253211264431375,1,4,1427.91218575791,36.04,5.38908334387508,12.3605814676535,16.8860402563572,0,0,0,6.75638610190393,1,32.1799735253556,1.2,1,157.908474511582,12.0907810677809,2.27313677785691,-62.3507483168291,80.4770408289425,0,2955.36058146765,
30.6569212552598,88.6998167652138,1096,11.8213561210641,0,1,4,1426.66682975251,36.04,5.38438324580684,12.3390302660353,16.8565987240919,0,12.0141859649737,0,6.13457915285589,1,30.6569212552598,1.2,1,160.244318365458,12.8110027917769,2.56909913976363,-62.5739196962786,80.364409190358,0,2955.33903026604,
30.6301604305205,88.7291739205689,1096.25,11.7917074126671,-0.253211264431375,1,4,1425.42147374711,36.04,5.3796831477386,12.3174978685337,16.8271828805105,100,97.3386530960347,0,6.13927160087381,1,30.668693202428,1,1.2,162.603362529408,13.0007840662764,0.676967790356048,-62.7923151507589,80.2427753575062,0,2955.31749786853,
30.6402107550159,88.7585567245553,1096.5,11.5377097129664,0.0950132875530034,1,4,1425.88918100533,36.04,5.38144832168993,12.3255823942759,16.8382273145846,82.6130656320007,97.3369063348187,0,6.27854320174762,1,31.0160837877147,1,1.2,164.909528914925,12.8804464861696,-0.428880849027867,-63.00551953752,80.1122547378102,0,2955.32558239428,
30.726842861732,88.7879298906603,1096.75,11.3512502097192,0.819267286398818,1,4,1429.92073890426,36.04,5.39666382425351,12.3953796103464,16.933578702659,46.4386917510351,97.3218257878702,0,6.41781480262143,1,31.3596913964784,1,1.2,167.165135319816,12.6739889297238,-0.736052241569671,-63.2132997707892,79.9732602349121,0,2955.39537961035,
30.8451620049886,88.8172202412521,1097,11.1958791811444,1.12209065505605,1,4,1435.42690162698,36.04,5.41744463284498,12.491024608721,17.0642412687445,31.2982215074892,97.3011605096603,0,6.55708640349524,1,31.6996390638374,1,1.2,169.372350459209,12.4590307185055,-0.768525155380949,-63.4154490623052,79.8261953062535,0,2955.49102460872,
30.9846389306054,88.8463982368112,1097.25,11.0623963248583,1.327835915619,1,4,1441.91767418813,36.04,5.44194145740262,12.6042448737209,17.2189137619138,21.0003046981213,97.2766978789426,0,6.69635800436906,1,32.0360433196432,1,1.2,171.533206479327,12.2534900080978,-0.737685109912688,-63.6117848573118,79.6714535971892,0,2955.60424487372,
31.1397408717075,88.8754448880249,1097.5,10.9457736990881,1.48326470447121,1,4,1449.13558079912,36.04,5.46918255855916,12.7307485807,17.3917330337432,13.2113634848917,97.249365197216,0,6.83562960524287,1,32.3690146598589,1,1.2,173.649610185563,12.060777968486,-0.694770541646184,-63.8021469321597,79.5094186807166,0,2955.7307485807,
31.3069490324894,88.9043468626337,1097.75,10.8427246826021,1.60704283900709,1,4,1456.91686890255,36.04,5.498549917792,12.8678338676394,17.5790080159009,7.00013323404807,97.219746234999,0,6.97490120611668,1,32.6986579749181,1,1.2,175.723353140179,11.8804440596909,-0.65339905056233,-63.9863956404937,79.3404638862167,0,2955.86783386764,
31.483801930515,88.933094473877,1098,10.7509026986901,1.70886563726396,1,4,1465.14698963966,36.04,5.52961121625614,13.0136252355391,17.7781765512829,1.88300956618607,97.188246216917,0,7.11417280699049,1,33.0250729397652,1,1.2,177.75612076345,11.7106000417785,-0.618695717490767,-64.164410296017,79.1649522030682,0,2956.01362523554,
31.663471995861,88.9616806021339,1098.25,10.6651699734056,1.74589405870224,1,4,1473.50821157692,36.04,5.56116730375648,13.1625799609734,17.9816666133516,0,97.1560627165343,0,7.2534444078643,1,33.3483543696875,1,1.2,179.749500553934,11.5494862348698,-0.590209288024656,-64.3360876807841,78.9832362470801,0,2956.16257996097,
31.8420521239039,88.9901045222939,1098.5,10.5826168675775,1.74520582818032,1,4,1481.81871161084,36.04,5.59253196172269,13.3114710092073,18.1850696847094,0,97.1238929743939,0,7.39271600873811,1,33.668592545533,1,1.2,181.704989528294,11.3953995339538,-0.567688112557009,-64.5013406688692,78.7956582794618,0,2956.31147100921,
32.0195607200105,89.0183690322727,1098.75,10.5030671119987,1.74451789187258,1,4,1490.07934626338,36.04,5.62370842275428,13.4602985222457,18.388385959352,0,97.0917369598139,0,7.53198760961192,1,33.9858735114748,1,1.2,183.624000967808,11.2470846206561,-0.549505419085732,-64.6600969560885,78.6025502695513,0,2956.46029852225,
32.1960156706753,89.0464768507362,1099,10.4263572350472,1.7438302491229,1,4,1498.29094790997,36.04,5.65469982831938,13.6090626380801,18.5916156257925,0,97.0595946429795,0,7.67125921048573,1,34.3002793481015,1,1.2,185.507870547761,11.1452458281678,-0.379415194561995,-64.8122978872263,78.4042339938096,0,2956.60906263808,
32.3714343638292,89.074430620209,1099.25,10.3523354218345,1.74314289929371,1,4,1506.45432572464,36.04,5.68550923232165,13.7577634908668,18.7947588673044,0,97.0274659949047,0,7.81053081135954,1,34.6118884232872,1,1.2,187.35786191617,10.9234983747733,-0.83070510545983,-64.9578973729236,78.2010211646773,0,2956.75776349087,
32.5458337081359,89.1022329100267,1099.5,10.2808604932659,1.74245584176515,1,4,1514.57026657797,36.04,5.71613960448936,13.9064012110952,18.9978158621519,0,96.9953509873955,0,7.94980241223336,1,34.9207756230114,1,1.2,189.19584192015,10.7455691493408,-0.67018598245172,-65.0968608890447,77.9932135838275,0,2956.9064012111,
32.7192301513376,89.1298862191437,1099.75,9.9733978763999,1.74176907593431,1,4,1522.63953589087,36.04,5.74659383359751,14.0549759257472,19.2007867838076,0,96.963249593016,0,8.28243443643565,1,35.6479163279429,1,1.2,190.953793356405,10.4516003945488,-1.11322431194211,-65.2290882648541,77.7810552091625,0,2957.05497592575,
32.8916396977066,89.1573929788027,1100,9.74642462822173,1.74108260121448,1,4,1530.66287844667,36.04,5.77687473053288,14.2034877584478,19.4036718011581,0,96.9311617850555,0,8.5648688728713,1,36.2541299505594,1,1.2,192.652894456203,10.1656769212997,-1.08852647395814,-65.3547452857564,77.5649397869124,0,2957.20348775845,
33.0630779246548,89.1847555550765,1100.25,9.53390112317824,1.74039641703447,1,4,1538.64101916413,36.04,5.8069850312113,14.3519368296076,19.6064710786989,0,96.8990875374977,0,8.84730330930696,1,36.8506010427828,1,1.2,194.296955329146,9.89406435854787,-1.03949280119468,-65.4739393805372,77.3451930936809,0,2957.35193682961,
33.2335599985512,89.2119762512879,1100.5,9.33448639990381,1.73971052283792,1,4,1546.57466383348,36.04,5.83692739935568,14.5003232565582,19.8091847767188,0,96.8670268249918,0,9.12973774574261,1,37.4377954016216,1,1.2,195.889427880545,9.63779005075832,-0.98590361344134,-65.5867800305838,77.1221166887774,0,2957.50032325656,
33.4031006897933,89.2390573103149,1100.75,9.14700045003029,1.73902491808272,1,4,1554.46449981781,36.04,5.86670442914303,14.6486471536797,20.011813051475,0,96.8349796228244,0,9.41217218217826,1,38.0161430213585,1,1.2,197.43344932639,9.43486155985093,-0.784704241196512,-65.6933779329413,76.8959901472292,0,2957.64864715368,
33.5717143871731,89.266000916789,1101,8.97040077292091,1.73833960224039,1,4,1562.31119672161,36.04,5.89631864772768,14.7969086325227,20.2143560553588,0,96.8029459068939,0,9.69460661861391,1,38.5860418295574,1,1.2,198.93187929824,9.13382971238965,-1.1699985812844,-65.7938443222114,76.6670730417561,0,2957.79690863252,
33.7394151115809,89.2928091991907,1101.25,8.8037629125935,1.73765457479552,1,4,1570.1154070285,36.04,5.92577251764802,14.945107801923,20.4168139370533,0,96.7709256536847,0,9.97704105504957,1,39.1478609363919,1,1.2,200.40595837163,8.86771082615995,-1.0395259263958,-65.8882904216926,76.4356067069382,0,2957.94510780192,
33.9062165290797,89.3194842318498,1101.5,8.41555883409448,1.73696983524525,1,4,1577.8777667097,36.04,5.95506843912297,15.0932447681115,20.6191868416824,0,96.7389188402445,0,10.5407302709804,1,40.2463407994155,1,1.2,201.79802701111,8.50489971206996,-1.42430907237329,-65.9767511056829,76.2017867384863,0,2958.09324476811,
